0 0 1000 840.703 0.000 2 -1.00
1 0 1000 159.695 0.000 8 90.82
2 0 1000 118.279 0.000 10 67.14
3 0 1000 107.486 0.000 10 65.71
4 0 1000 103.199 0.000 10 67.13
5 0 1000 101.114 0.000 10 65.57
6 0 1000 99.880 0.000 10 63.92
7 0 1000 99.021 0.000 10 67.06
8 0 1000 98.393 0.000 10 64.99
9 0 1000 97.941 0.000 10 66.44
10 0 1000 97.686 0.000 10 66.80
11 0 1000 97.286 0.000 10 67.45
12 0 1000 97.072 0.000 10 67.92
13 0 1000 96.940 0.000 10 67.81
14 0 1000 96.732 0.000 10 67.21
15 0 1000 96.582 0.000 10 65.15
16 0 1000 96.444 0.000 10 66.75
17 0 1000 96.344 0.000 10 65.52
18 0 1000 96.264 0.000 10 65.55
19 0 1000 96.194 0.000 10 65.88
20 0 1000 96.136 0.000 10 67.41
21 0 1000 96.077 0.000 10 66.97
22 0 1000 96.024 0.000 10 66.16
23 0 1000 95.969 0.000 10 65.08
24 0 1000 95.918 0.000 10 67.25
25 0 1000 95.875 0.000 10 67.20
26 0 1000 95.824 0.000 10 64.92
27 0 1000 95.771 0.000 10 65.95
28 0 1000 95.726 0.000 10 66.46
29 0 1000 95.675 0.000 10 67.47
30 0 1000 95.643 0.000 10 67.20
31 0 1000 95.647 0.000 10 65.37
32 0 1000 95.539 0.000 10 66.56
33 0 1000 95.524 0.000 10 66.85
34 0 1000 95.515 0.000 10 67.47
35 0 1000 95.507 0.000 10 66.17
36 0 1000 95.500 0.000 10 65.57
37 0 1000 95.492 0.000 10 65.78
38 0 1000 95.485 0.000 10 65.76
39 0 1000 95.479 0.000 10 64.27
40 0 1000 95.473 0.000 10 66.21
41 0 1000 95.467 0.000 10 64.84
42 0 1000 95.461 0.000 10 66.50
43 0 1000 95.455 0.000 10 67.68
44 0 1000 95.450 0.000 10 68.21
45 0 1000 95.444 0.000 10 67.79
46 0 1000 95.439 0.000 10 66.38
47 0 1000 95.434 0.000 10 65.89
48 0 1000 95.429 0.000 10 68.03
49 0 1000 95.424 0.000 10 66.36
50 0 1000 95.419 0.000 10 66.30
51 0 1000 95.414 0.000 10 66.32
52 0 1000 95.409 0.000 10 67.43
53 0 1000 95.404 0.000 10 65.70
54 0 1000 95.399 0.000 10 65.03
55 0 1000 95.395 0.000 10 63.56
56 0 1000 95.390 0.000 10 65.00
57 0 1000 95.385 0.000 10 66.02
58 0 1000 95.381 0.000 10 63.97
59 0 1000 95.376 0.000 10 64.25
60 0 1000 95.371 0.000 10 64.99
61 0 1000 95.367 0.000 10 64.99
62 0 1000 95.363 0.000 10 64.50
63 0 1000 95.358 0.000 10 65.59
64 0 1000 95.354 0.000 10 64.67
65 0 1000 95.350 0.000 10 66.36
66 0 1000 95.346 0.000 10 66.12
67 0 1000 95.342 0.000 10 66.18
68 0 1000 95.338 0.000 10 65.72
69 0 1000 95.333 0.000 10 65.27
70 0 1000 95.329 0.000 10 66.78
71 0 1000 95.325 0.000 10 64.88
72 0 1000 95.321 0.000 10 65.62
73 0 1000 95.317 0.000 10 66.55
74 0 1000 95.313 0.000 10 64.81
75 0 1000 95.309 0.000 10 65.40
76 0 1000 95.305 0.000 10 65.23
77 0 1000 95.301 0.000 10 65.07
78 0 1000 95.297 0.000 10 67.06
79 0 1000 95.293 0.000 10 65.35
80 0 1000 95.289 0.000 10 65.65
81 0 1000 95.286 0.000 10 63.72
82 0 1000 95.282 0.000 10 65.52
83 0 1000 95.279 0.000 10 65.51
84 0 1000 95.276 0.000 10 66.54
85 0 1000 95.272 0.000 10 65.91
86 0 1000 95.269 0.000 10 65.45
87 0 1000 95.266 0.000 10 65.56
88 0 1000 95.263 0.000 10 65.78
89 0 1000 95.260 0.000 10 65.53
90 0 1000 95.257 0.000 10 65.80
91 0 1000 95.254 0.000 10 64.98
92 0 1000 95.251 0.000 10 65.38
93 0 1000 95.248 0.000 10 65.45
94 0 1000 95.245 0.000 10 65.14
95 0 1000 95.241 0.000 10 66.03
96 0 1000 95.238 0.000 10 66.41
97 0 1000 95.236 0.000 10 66.83
98 0 1000 95.232 0.000 10 66.09
99 0 1000 95.230 0.000 10 65.72
100 0 1000 95.227 0.000 10 65.88
101 0 1000 95.224 0.000 10 67.12
102 0 1000 95.221 0.000 10 66.17
103 0 1000 95.218 0.000 10 68.74
104 0 1000 95.216 0.000 10 76.96
105 0 1000 95.213 0.000 10 83.25
106 0 1000 95.211 0.000 10 73.74
107 0 1000 95.208 0.000 10 70.66
108 0 1000 95.206 0.000 10 74.02
109 0 1000 95.203 0.000 10 69.82
110 0 1000 95.201 0.000 10 76.65
111 0 1000 95.198 0.000 10 82.58
112 0 1000 95.196 0.000 10 84.23
113 0 1000 95.194 0.000 10 86.76
114 0 1000 95.192 0.000 10 102.10
115 0 1000 95.190 0.000 10 84.54
116 0 1000 95.187 0.000 10 93.36
117 0 1000 95.186 0.000 10 98.95
