0 0 1000 868.280 0.000 2 -1.00
1 0 1000 157.446 0.000 8 90.79
2 0 1000 100.043 0.000 30 77.46
3 0 1000 79.701 0.000 30 75.26
4 0 1000 74.068 0.000 30 76.26
5 0 1000 71.779 0.000 30 75.09
6 0 1000 70.589 0.000 30 77.56
7 0 1000 69.876 0.000 30 75.46
8 0 1000 69.419 0.000 30 77.48
9 0 1000 69.083 0.000 30 75.22
10 0 1000 68.852 0.000 30 74.50
11 0 1000 68.642 0.000 30 74.26
12 0 1000 68.486 0.000 30 75.94
13 0 1000 68.364 0.000 30 75.58
14 0 1000 68.257 0.000 30 73.96
15 0 1000 68.157 0.000 30 74.15
16 0 1000 68.109 0.000 30 76.33
17 0 1000 68.012 0.000 30 73.74
18 0 1000 67.960 0.000 30 74.30
19 0 1000 67.897 0.000 30 74.78
20 0 1000 67.853 0.000 30 75.58
21 0 1000 67.815 0.000 30 74.10
22 0 1000 67.764 0.000 30 74.97
23 0 1000 67.740 0.000 30 73.74
24 0 1000 67.702 0.000 30 74.97
25 0 1000 67.663 0.000 30 76.03
26 0 1000 67.640 0.000 30 77.80
27 0 1000 67.595 0.000 30 76.19
28 0 1000 67.583 0.000 30 74.94
29 0 1000 67.737 0.000 30 74.58
30 0 1000 67.362 0.000 30 77.37
31 0 1000 67.334 0.000 30 74.54
32 0 1000 67.321 0.000 30 74.24
33 0 1000 67.311 0.000 30 76.09
34 0 1000 67.302 0.000 30 75.75
35 0 1000 67.293 0.000 30 76.13
36 0 1000 67.284 0.000 30 75.74
37 0 1000 67.276 0.000 30 76.38
38 0 1000 67.269 0.000 30 76.50
39 0 1000 67.261 0.000 30 75.34
40 0 1000 67.254 0.000 30 74.43
41 0 1000 67.247 0.000 30 76.46
42 0 1000 67.241 0.000 30 77.18
43 0 1000 67.234 0.000 30 76.15
44 0 1000 67.228 0.000 30 73.47
45 0 1000 67.222 0.000 30 74.02
46 0 1000 67.216 0.000 30 71.45
47 0 1000 67.211 0.000 30 73.35
48 0 1000 67.205 0.000 30 74.08
49 0 1000 67.200 0.000 30 73.42
50 0 1000 67.194 0.000 30 73.05
51 0 1000 67.189 0.000 30 74.24
52 0 1000 67.183 0.000 30 73.41
53 0 1000 67.179 0.000 30 74.84
54 0 1000 67.174 0.000 30 74.37
55 0 1000 67.169 0.000 30 73.09
56 0 1000 67.164 0.000 30 72.64
57 0 1000 67.160 0.000 30 73.94
58 0 1000 67.155 0.000 30 74.56
59 0 1000 67.151 0.000 30 73.56
60 0 1000 67.146 0.000 30 75.33
61 0 1000 67.142 0.000 30 73.14
62 0 1000 67.138 0.000 30 72.70
63 0 1000 67.135 0.000 30 72.24
64 0 1000 67.130 0.000 30 74.69
65 0 1000 67.127 0.000 30 75.33
66 0 1000 67.123 0.000 30 76.70
67 0 1000 67.119 0.000 30 74.14
68 0 1000 67.115 0.000 30 77.17
69 0 1000 67.111 0.000 30 73.72
70 0 1000 67.108 0.000 30 74.18
71 0 1000 67.104 0.000 30 77.02
72 0 1000 67.101 0.000 30 73.58
73 0 1000 67.097 0.000 30 75.30
74 0 1000 67.094 0.000 30 76.31
75 0 1000 67.091 0.000 30 76.00
76 0 1000 67.088 0.000 30 75.69
77 0 1000 67.085 0.000 30 75.56
78 0 1000 67.082 0.000 30 75.92
79 0 1000 67.079 0.000 30 74.95
80 0 1000 67.077 0.000 30 75.47
81 0 1000 67.073 0.000 30 75.51
82 0 1000 67.071 0.000 30 72.67
83 0 1000 67.068 0.000 30 72.69
84 0 1000 67.066 0.000 30 73.77
85 0 1000 67.064 0.000 30 73.82
86 0 1000 67.061 0.000 30 74.80
87 0 1000 67.059 0.000 30 74.14
88 0 1000 67.056 0.000 30 75.04
89 0 1000 67.053 0.000 30 72.50
90 0 1000 67.051 0.000 30 74.91
91 0 1000 67.049 0.000 30 73.29
92 0 1000 67.046 0.000 30 72.05
93 0 1000 67.044 0.000 30 73.58
94 0 1000 67.041 0.000 30 75.35
95 0 1000 67.038 0.000 30 72.83
96 0 1000 67.036 0.000 30 71.93
97 0 1000 67.033 0.000 30 72.75
98 0 1000 67.031 0.000 30 73.85
99 0 1000 67.028 0.000 30 74.70
100 0 1000 67.026 0.000 30 75.25
101 0 1000 67.023 0.000 30 74.17
102 0 1000 67.021 0.000 30 68.55
103 0 1000 67.018 0.000 30 70.82
104 0 1000 67.016 0.000 30 72.93
105 0 1000 67.013 0.000 30 71.33
106 0 1000 67.011 0.000 30 70.45
107 0 1000 67.008 0.000 30 70.50
108 0 1000 67.006 0.000 30 70.11
109 0 1000 67.003 0.000 30 70.31
110 0 1000 67.001 0.000 30 70.85
